question,document_id
Elmenthetem a weboldalon lévő anyagot fizikai adathordozóra vagy kinyomtathatom azt?,faq_217
Milyen jogai vannak a bérbeadónak a weboldallal kapcsolatban?,faq_223
A landlord módosíthatja vagy áthelyezheti a honlapot bármikor?,faq_223
Tájékoztatás nélkül is változtathat a tulajdonos a weboldalon vagy domainen?,faq_223
Can the Landlord change the website anytime without notice?,faq_223
"Milyen változtatásokat végezhet a Bérbeadó a website-on, és átrakhatja-e másik domainre?",faq_223
Lehet az anyagot más célra vagy más formában felhasználni?,faq_222
Használható-e fel a kapott anyag valamilyen egyéb módon?,faq_222
Átalakíthatom vagy továbbhasznosíthatom az anyagot más formában?,faq_222
"Van rá lehetőség, hogy az anyagot más módon hasznosítsam?",faq_222
"Más formában fel lehet használni ezeket az anyagokat, vagy nem?",faq_222
How do I rent the bouncy castle?,faq_227
What do I need to do to book the bouncy castle?,faq_227
How can I get the bounce house rental contract?,faq_227
Where do I fill out the agreement to rent the inflatable castle?,faq_227
How can I reserve the bouncy castle by contract?,faq_227
Előre megnézhetem a szerződést PDF-ben?,faq_226
Van lehetőség előzetesen megtekinteni a szerződést?,faq_226
"Meg tudom nézni a szerződést még aláírás előtt, PDF formátumban?",faq_226
Kaphatok egy PDF-es szerződésmintát előre?,faq_226
"Megtekinthetem valahol a szerződést, mielőtt elfogadom?",faq_226
Mit tehet a Bérbeadó a Honlappal kapcsolatban?,faq_224
A Bérbeadó milyen jogokat tart fenn a weboldallal kapcsolatban?,faq_224
Megváltoztathatja vagy áthelyezheti a Honlapot a Bérbeadó előzetes értesítés nélkül?,faq_224
Jogosult-e a Bérbeadó bármikor módosítani a Honlapot vagy más domainre költöztetni?,faq_224
"Mire van felhatalmazása a Bérbeadónak a Honlapon, és kell-e ehhez előzetes figyelmeztetés?",faq_224
Meg tudom nézni előre a szerződést?,faq_225
Elérhető a szerződés PDF-ben is?,faq_225
"Láthatom a contractot még azelőtt, hogy aláírnám?",faq_225
"Van mód arra, hogy előre átnézzem a szerződés pdf változatát?",faq_225
Tudom valahol megtekinteni a szerződést még a foglalás előtt?,faq_225
"Ki a tárhelyszolgáltató tulajdonosa vagy cége, és hogyan lehet elérni?",faq_214
"Melyik vállalat a tárhelyszolgáltató, mi a címe és az elérhetősége?",faq_214
"Hova tartozik a hosting szolgáltató, és mi a telefonszáma meg az e-mail címe?",faq_214
"Ki üzemelteti a tárhelyet, és milyen kontakt adatai vannak?",faq_214
"Tárhely.Eu Kft. elérhetőségei mik, és hol van a székhelye?",faq_214
Hogyan tudom kibérelni az ugrálóvárat?,faq_228
Milyen módon lehet bérelni az ugrálóvárat?,faq_228
"Hova kell jelentkeznem, ha szeretnék ugrálóvárat bérelni?",faq_228
Az ugrálóvárat hogyan tudom lefoglalni vagy kibérelni?,faq_228
Mivel lehet intézni az ugrálóvár bérlését?,faq_228
"Kikapcsolhatom a kompresszort használat közben, vagy végig mennie kell?",faq_229
Használni kell a rögzítő karókat minden esetben a légvárnál?,faq_229
Lehet a légvár üzem közben leállítani a kompresszort?,faq_229
"Muszáj leszúrni a földbe a biztosító cövekeket, vagy nem kötelező?",faq_229
"A rögzítő stake-eket tényleg mindig használni kell, és a kompresszort lehet közben kikapcsolni?",faq_229
"Ki lehet kapcsolni a kompresszort a légvár használata közben, vagy folyamatosan mennie kell?",faq_230
"Kell-e rögzítő cölöpöket használni a légvárhoz, és ha igen, hogyan kell rögzíteni?",faq_230
Használat alatt le lehet állítani a kompresszort a légvárnál?,faq_230
"A légvárat cölöpökkel kell lefogatni, vagy elég csak működtetni a kompresszort?",faq_230
"Muszáj használni a rögzítő cölöpöket a légvárhoz, és kikapcsolható közben a kompresszor?",faq_230
Ki viszi el és hozza vissza az ugrálóvárat a bérlésnél?,faq_232
"Az ugrálóvár szállítása kinek a feladata, a bérlőé vagy a cégé?",faq_232
Mennyi idő alatt fújja fel a kompresszor az ugrálóvárat?,faq_232
"Milyen gyorsan lesz felfújva a légvár, amikor beüzemelik?",faq_232
"Ki kell elszállítsa és visszahozza az ugrálóvárat, és kb. mennyi idő a felfújás?",faq_232
Can the conciliation board advise me about my rights and obligations?,faq_233
Will the békéltető testület give guidance on consumer rights and duties?,faq_233
Does the conciliation board provide advice on what rights I have and what obligations I need to meet?,faq_233
Can I ask the conciliation board for advice about consumer rights and responsibilities?,faq_233
Do they at the conciliation board explain the consumer's rights and obligations?,faq_233
Adhat a békéltető testület jogi tanácsot a jogaimról és a kötelességeimről?,faq_234
"A békéltető testület tud segíteni abban, hogy milyen jogok és kötelezettségek illetnek meg?",faq_234
Kaphatok tájékoztatást a fogyasztói jogokról és kötelezettségekről a békéltető testülettől?,faq_234
A vállalkozás vagy a fogyasztó kérésére a békéltető testület ad-e tanácsot a jogokról?,faq_234
Mit mond a békéltető testület a fogyasztót megillető jogokról meg a terhelő kötelezettségekről?,faq_234
"Ki viszi a légvárat, és mennyi idő alatt fújja fel a kompresszor?",faq_231
"A légvár szállítását ki intézi, a kompresszor meg milyen gyorsan felfújja?",faq_231
Nekem kell elszállítanom a légvárat? És kb. mennyi idő a felfújása a kompresszorral?,faq_231
"Ki felel a légvár odaviteléért és visszahozásáért, illetve a pumpa mennyi idő alatt fújja fel?",faq_231
A bérlő szállítja a légvárat? A kompresszor tényleg 1 perc alatt felfújja?,faq_231
"Mi történik, miután elbírálták a fogyasztóvédelmi panaszt?",faq_237
A panasz elbírálása után mi lesz a következő lépés a fogyasztóvédelemnél?,faq_237
"Mit csinál a hatóság, ha már megvizsgálták a fogyasztóvédelmi bejelentést?",faq_237
Fogyasztóvédelmi panasz kivizsgálása után indulhat-e eljárás?,faq_237
"Mi van a panasz értékelése után, dönt-e a hatóság valamilyen eljárásról?",faq_237
Mit csinál a békéltető testület fogyasztói vita esetén?,faq_236
"Mi a feladata a békéltető testületnek, ha fogyasztói jogvita van?",faq_236
Hogyan segít a békéltető testület a fogyasztói panaszok rendezésében?,faq_236
Miben áll a békéltető testület szerepe egy fogyasztói jogvitánál?,faq_236
"A békéltető testület csak egyezséget próbál létrehozni, vagy dönt is a vitában?",faq_236
Mi a békéltető testület szerepe fogyasztói vitában?,faq_235
Mit csinál a békéltető testület egy fogyasztói panasz ügyében?,faq_235
Hogyan segít a békéltető testület a fogyasztói jogvita rendezésében?,faq_235
What does the conciliation board do in a consumer dispute?,faq_235
"A békéltető testület próbál egyezséget létrehozni, vagy dönt is az ügyben?",faq_235
"Mi történik, miután elbírálták a fogyasztóvédelmi panaszomat?",faq_238
A panasz elbírálása után milyen döntés születik a fogyasztóvédelmi ügyben?,faq_238
Mit tesz a hatóság a fogyasztóvédelmi panasz elbírálását követően?,faq_238
"Mi a következő lépés, ha a fogyasztóvédelmi panaszt megvizsgálták?",faq_238
"Fogyasztóvédelmi panasz után hogyan dől el, hogy indul-e eljárás?",faq_238
Át tud a Bérlő váltani másik kellékszavatossági jogra?,faq_240
Lehet a választott szavatossági jogot később másikra módosítani?,faq_240
A bérlő áttérhet egyik kellékszavatossági jogról a másikra?,faq_240
"Mikor válthat a Bérlő másik kellékszavatossági jogra, és ki fizeti ennek a költségét?",faq_240
"Ha már választott egy jogot, utólag át lehet menni egy másik kellékszavatossági jogra?",faq_240
Can I cancel the lease because of a minor defect?,faq_241
Is withdrawal allowed if there is only a small defect?,faq_241
Can the lessee back out for a minor flaw?,faq_241
Does a slight defect give me the right to withdraw?,faq_241
Is it possible to terminate the lease due to a negligible defect?,faq_241
Can the lessee change to a different warranty claim right later on?,faq_239
Is it possible to switch from one warranty claim right to another one?,faq_239
Can I choose another warranty remedy after already picking one?,faq_239
"Can the Lessee switch warranty claim rights, and who pays for it?",faq_239
"If I change my warranty claim right, do I have to cover the costs?",faq_239
"Elállhat a bérlő, ha csak jelentéktelen hibát talál?",faq_242
"Van lehetőség elállásra egy kis, nem lényeges hiba miatt a bérlő részéről?",faq_242
"A bérlő visszaléphet, ha a hiba jelentéktelen?",faq_242
Lehet-e elállni jelentéktelen hiba miatt a bérlőnek?,faq_242
Nem nagy hiba esetén is felmondhat vagy elállhat a bérlő?,faq_242
Can I sell the rented equipment or pass it on to someone else?,faq_243
Is the renter allowed to transfer the rented item to another person?,faq_243
May I assign or resell the leased equipment to someone else?,faq_243
"Can the rental equipment be handed over, sold, or transferred to a third party?",faq_243
Is it okay to give the rented equipment to someone else or alienate it?,faq_243
Eladhatja a bérlő a bérelt eszközt valakinek?,faq_244
Át lehet adni a bérelt eszközt más személynek?,faq_244
A bérleményt tovább lehet értékesíteni vagy átengedni másnak?,faq_244
Rá lehet ruházni a bérelt eszközt egy másik emberre?,faq_244
"A bérelt eszköz átadható, eladható vagy elidegeníthető?",faq_244
Mikor kell kifizetni a bérleti díjat?,faq_247
"A bérlést mikor kell fizetni, az átvétel előtt vagy utána?",faq_247
Ki kell-e fizetni előre a rental díját az eszköz átvétele előtt?,faq_247
Mikor esedékes a bérleti díj fizetése?,faq_247
"Az eszköz átvételekor kell fizetni, vagy előtte kell rendezni a bérlést?",faq_247
"Mi történik, ha a bérlő továbbadja vagy eladja a bérelt eszközt?",faq_245
What happens if the renter resells the rented equipment anyway?,faq_245
"Ha a bérlő átruházza a bérbe vett eszközt, mi lesz a következmény?",faq_245
What does the lessor do if the rented equipment is transferred or sold by the renter?,faq_245
"Ha a bérel eszközt mégis eladják vagy átadják valakinek, mi történik?",faq_245
Can the seller change the terms of the GTC?,faq_249
Is the Seller allowed to modify the General Terms and Conditions?,faq_249
Can the GTC be updated or amended by the seller?,faq_249
Does the seller have the right to change these terms and conditions?,faq_249
Can the provisions of the GTC be altered later by the Seller?,faq_249
"Mi lesz, ha a bérlő eladja vagy továbbadja a bérelt eszközt?",faq_246
"Bérbeadónak mi a teendője, ha a Bérlő továbbértékesíti a bérelt eszközt?",faq_246
"Lehet-e átadni vagy eladni a bérelt cuccot, és mi történik ha mégis megteszi a bérlő?",faq_246
"Ha a bérelt eszközt a bérlő továbbadja valakinek, milyen következménye van?",faq_246
